Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,98.0,99.16000366210938,97.05999755859375,98.8499984741211,98.51419830322266,1290800
2021-01-04,99.7300033569336,99.98999786376953,96.9800033569336,97.83999633789062,97.50762939453125,3429700
2021-01-05,97.79000091552734,100.58000183105469,97.79000091552734,100.13999938964844,99.79981994628906,2171500
2021-01-06,103.0,107.6500015258789,102.55999755859375,107.37999725341797,107.01522064208984,4394000
2021-01-07,108.6500015258789,111.54000091552734,108.0,110.7300033569336,110.35385131835938,4795700
2021-01-08,111.0,111.77999877929688,108.63999938964844,110.55999755859375,110.18441772460938,3001100
2021-01-11,108.2300033569336,109.94999694824219,107.0,109.30999755859375,108.93866729736328,3312900
2021-01-12,110.26000213623047,111.69999694824219,108.7300033569336,110.76000213623047,110.38374328613281,3119900
2021-01-13,110.55000305175781,113.13999938964844,110.55000305175781,112.08000183105469,111.69926452636719,3015900
2021-01-14,113.02999877929688,115.4800033569336,112.2699966430664,114.4000015258789,114.01138305664062,2841600
2021-01-15,112.2300033569336,113.69000244140625,111.25,112.52999877929688,112.1477279663086,3396100
2021-01-19,114.25,114.83000183105469,112.55999755859375,112.86000061035156,112.47660827636719,3399600
2021-01-20,113.06999969482422,114.18000030517578,111.0199966430664,111.37999725341797,111.00163269042969,3931300
2021-01-21,110.36000061035156,110.98999786376953,106.8499984741211,108.54000091552734,108.1712875366211,6253800
2021-01-22,107.11000061035156,107.41000366210938,103.83000183105469,105.33999633789062,104.9821548461914,5438600
2021-01-25,104.0,104.44000244140625,100.68000030517578,102.52999877929688,102.18170166015625,3733200
2021-01-26,102.98999786376953,103.0,99.81999969482422,99.93000030517578,99.59053039550781,4237600
2021-01-27,103.19000244140625,108.22000122070312,100.87999725341797,102.69000244140625,102.34115600585938,7617300
2021-01-28,104.5,108.41000366210938,103.04000091552734,106.83999633789062,106.47705841064453,4667500
2021-01-29,105.47000122070312,107.48999786376953,103.38999938964844,104.26000213623047,103.90582275390625,3535400
