Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,259.6000061035156,260.4599914550781,257.510009765625,259.6199951171875,259.6199951171875,2607800
2021-01-04,260.3999938964844,260.5,250.89999389648438,253.19000244140625,253.19000244140625,3797100
2021-01-05,251.5,254.77000427246094,250.0500030517578,253.17999267578125,253.17999267578125,3271100
2021-01-06,250.4600067138672,258.9800109863281,250.3800048828125,253.55999755859375,253.55999755859375,3605300
2021-01-07,254.08999633789062,256.2099914550781,245.4499969482422,246.02999877929688,246.02999877929688,5657300
2021-01-08,246.52000427246094,247.36000061035156,242.4199981689453,244.9600067138672,244.9600067138672,4583900
2021-01-11,243.0,246.4600067138672,242.72000122070312,245.30999755859375,245.30999755859375,3416300
2021-01-12,246.0800018310547,249.6199951171875,243.0,249.0399932861328,249.0399932861328,4376400
2021-01-13,250.5,253.8699951171875,248.1999969482422,252.22000122070312,252.22000122070312,3012800
2021-01-14,254.25999450683594,258.3399963378906,253.39999389648438,256.2699890136719,256.2699890136719,2867100
2021-01-15,255.75999450683594,255.75999450683594,250.97999572753906,252.55999755859375,252.55999755859375,2805100
2021-01-19,253.92999267578125,256.3999938964844,248.89999389648438,249.52000427246094,249.52000427246094,2357600
2021-01-20,251.19000244140625,252.35000610351562,247.6199951171875,251.9600067138672,251.9600067138672,2157300
2021-01-21,253.77000427246094,257.2799987792969,252.3699951171875,253.94000244140625,253.94000244140625,1951200
2021-01-22,252.0,255.44000244140625,250.00999450683594,254.0800018310547,254.0800018310547,1690700
2021-01-25,252.4499969482422,254.77999877929688,248.2899932861328,253.47999572753906,253.47999572753906,2009700
2021-01-26,254.1999969482422,254.83999633789062,249.33999633789062,249.6699981689453,249.6699981689453,1836100
2021-01-27,245.61000061035156,246.39999389648438,240.61000061035156,242.8300018310547,242.8300018310547,2698500
2021-01-28,246.00999450683594,246.2899932861328,242.6199951171875,242.7899932861328,242.7899932861328,2179000
2021-01-29,242.9600067138672,243.3800048828125,234.7899932861328,235.33999633789062,235.33999633789062,3231600
