Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,144.8699951171875,147.24000549316406,143.7100067138672,146.92999267578125,146.73757934570312,683800
2021-01-04,147.25,147.94000244140625,144.02999877929688,147.22000122070312,147.0272216796875,1012500
2021-01-05,146.72999572753906,149.16000366210938,145.8000030517578,148.6699981689453,148.47531127929688,843200
2021-01-06,152.0,157.27000427246094,151.6699981689453,156.14999389648438,155.9455108642578,1651100
2021-01-07,158.1199951171875,161.16000366210938,158.1199951171875,160.1199951171875,159.91030883789062,1154500
2021-01-08,160.0800018310547,162.16000366210938,159.0800018310547,161.88999938964844,161.67800903320312,853200
2021-01-11,160.3800048828125,163.99000549316406,158.66000366210938,163.6300048828125,163.4157257080078,926300
2021-01-12,164.22000122070312,164.9199981689453,161.9600067138672,163.3000030517578,163.08616638183594,1241800
2021-01-13,162.66000366210938,162.83999633789062,160.63999938964844,161.25,161.03883361816406,1926400
2021-01-14,164.4199981689453,166.82000732421875,157.35000610351562,158.0399932861328,157.83303833007812,1685800
2021-01-15,155.52000427246094,156.47000122070312,151.64999389648438,153.7100067138672,153.50872802734375,1085000
2021-01-19,153.97000122070312,156.14999389648438,153.32000732421875,155.0,154.79702758789062,1558800
2021-01-20,154.8699951171875,155.8000030517578,153.67999267578125,155.58999633789062,155.38624572753906,920200
2021-01-21,155.66000366210938,155.72999572753906,153.4499969482422,154.05999755859375,153.85826110839844,958400
2021-01-22,152.7100067138672,156.75,152.7100067138672,156.52999877929688,156.3250274658203,1092500
2021-01-25,155.1199951171875,156.64999389648438,153.47000122070312,156.44000244140625,156.23513793945312,909700
2021-01-26,156.97999572753906,157.72999572753906,152.63999938964844,152.72999572753906,152.52999877929688,411300
2021-01-27,149.91000366210938,150.77000427246094,146.25999450683594,147.0500030517578,147.0500030517578,846900
2021-01-28,148.22000122070312,150.08999633789062,147.52999877929688,147.63999938964844,147.63999938964844,1022000
2021-01-29,147.32000732421875,148.14999389648438,143.60000610351562,144.99000549316406,144.99000549316406,1114600
